#:standard,name,true
x;y;vx_mps;vy_mps;dpsi_rad;psi_rad;kappa_radpm;ax_mps2;s_m;w_left_m;w_right_m
6.54774878232108;15.2397565609015;2.75119602448423;0.172872268350593;2.27459543840157;-1.76201781660576;0.899479456982444;-0.869422795479388;0;0.0163868081939618;1.28042080233291
6.52010805483543;15.2432182115637;2.74635438406588;0.173503636922911;2.27588388453759;-1.73884493910474;0.895472036471671;-0.854794182983177;0.027856648061882;0.00942633142902552;1.27273152223891
6.49235827124166;15.2464644165791;2.74158955766665;0.174248170253516;2.27800102171811;-1.71520253044713;0.891431723952292;-0.839845535970121;0.0557956590769872;0.00229304421092691;1.26521505259807
6.46392597383249;15.2489976505786;2.73691093170533;0.17502826343186;2.28035208962246;-1.69106701273655;0.887358682862966;-0.824548186491754;0.0843405852541599;-9.9976796008594e-09;1.25660891233241
6.43339208559789;15.2497167871754;2.73232461414731;0.175799597004326;2.28258085181687;-1.66640906737268;0.883253062201403;-0.808873077060845;0.114882940896247;0.0143488194259894;1.24384136030032
6.40263027680468;15.2504661967646;2.72783634382976;0.176537024181857;2.28447409641189;-1.64120150810296;0.879114989132946;-0.792790465067361;0.145653876776756;0.0289129841193184;1.23085847299858
6.37181656719217;15.2502708554424;2.72347192550973;0.177223872430449;2.28590408794705;-1.61553526735785;0.874944592835072;-0.776271026346504;0.176468205559263;0.0479309037018644;1.22269828476698
6.34098299030515;15.2489210959653;2.71927722468856;0.177848548698044;2.28681018638541;-1.58963995416314;0.870742006794932;-0.759288684328858;0.207331311596951;0.0720451035123279;1.22022726130334
6.309916177717;15.2474672793797;2.71527793959804;0.178407322837833;2.28718484330026;-1.56364938531667;0.866507365661335;-0.741819546037467;0.238432122310697;0.0962672058508012;1.21764833531168
6.27915499296651;15.2445576779409;2.71148420851996;0.17889995093523;2.28703767739876;-1.53761038322361;0.862240807423824;-0.723840602328394;0.269330605570985;0.125720852079697;1.21333656131964
6.24841747027462;15.2409025593121;2.70790833027984;0.179326044519347;2.28638185163905;-1.51159063693969;0.857942466297979;-0.705330304306198;0.300284687586517;0.157487054621863;1.20825143165381
6.2174756574468;15.2370645104865;2.70455666353665;0.179685981137667;2.28523160252288;-1.48562151063417;0.853612477244298;-0.686267982718684;0.331463629195556;0.189290526965112;1.20312903218689
6.18761767016159;15.2316066690526;2.70144018728286;0.17997961098412;2.28360332814816;-1.45977577217413;0.84925097743747;-0.666634863685599;0.361816346336558;0.231337692231732;1.19047988300449
6.15772775431017;15.2257710558677;2.6985693519209;0.180207067681937;2.28151645280223;-1.43413472029188;0.844858096863514;-0.646414487668173;0.392270598106199;0.274079115999456;1.17734531696337
6.12797667513322;15.2194937173687;2.69594683001568;0.180369210576064;2.27898656050231;-1.40872163137689;0.840433965164145;-0.625591546986433;0.422676710827575;0.318215653216431;1.16367804159134
6.09946504150189;15.2120889724623;2.69357374678444;0.180466865913566;2.27602634699581;-1.38354693689399;0.835978714445169;-0.604151612875319;0.452134197133363;0.369954988216019;1.1468743840592
6.07093077081349;15.204348367221;2.69145117321018;0.180500788338714;2.27264731547698;-1.35862086488422;0.83149247225184;-0.582081140397649;0.481699744197813;0.42147215107132;1.13029289867134
6.04282590028344;15.195974934423;2.68957861214716;0.180471735972226;2.26885774507268;-1.33393388366917;0.826975365480268;-0.559366952300054;0.511025468815179;0.47144551823533;1.11410742487139
6.01542181152238;15.1868067881335;2.68795307446242;0.180380336038848;2.26465883643319;-1.30943205562085;0.822427521133919;-0.535994979515888;0.539922509964901;0.519123249735222;1.09843720662565
5.98806398938577;15.1773023121107;2.68657467182228;0.180227082406432;2.2600548443169;-1.28508516473207;0.817849063910585;-0.511950748817815;0.568884303702996;0.566536038786883;1.08303193082815
5.96117339266655;15.1669463605285;2.6854451580027;0.180012397152466;2.25505146137703;-1.26087403099525;0.813240117672384;-0.487219605042549;0.597700096683353;0.60680805895359;1.06799324479179
5.93460373103072;15.1559527688378;2.68456639081961;0.179736462437632;2.24965048170024;-1.23675963037029;0.808600803386184;-0.461786076632549;0.626454330766451;0.642645039473219;1.05328232504996
5.9081189297785;15.1446441240436;2.6839424742143;0.179399631750285;2.2438595972262;-1.21273200141319;0.80393124046216;-0.435634664180358;0.655252423488901;0.678218285700628;1.03883513960035
5.88221255107674;15.1322977187739;2.68357824173322;0.179002226784241;2.23768720875647;-1.18878777969848;0.79923154715344;-0.40875006542102;0.683950405657054;0.707328649059897;1.02337381598996
5.85649651812031;15.119524275605;2.6834789436331;0.178544469956791;2.23114071065962;-1.16492122314452;0.794501837002224;-0.381117173948828;0.712664081865507;0.735118181217063;1.00795847735537
5.83094586765773;15.1063832432657;2.68365028462446;0.178026689464965;2.2242293982722;-1.1411351561651;0.789742222447883;-0.352721473306152;0.741395988694039;0.762245968062285;0.99240999666711
5.80602204163628;15.0921933029318;2.68409869483109;0.177448715942709;2.2169559281513;-1.11740543092751;0.784952814841418;-0.323548356911384;0.770076147519019;0.784889010180986;0.972958998997894
5.78123603458098;15.0777226373822;2.68483170617078;0.176810526331739;2.20932560552855;-1.09371053840327;0.780133720630004;-0.293583465784281;0.798777128463854;0.807273779248725;0.95376627437964
5.75667828418103;15.0626568385348;2.68585762673413;0.176112302677225;2.2013472519514;-1.07003761384675;0.775285044845427;-0.262813406952348;0.827587914631804;0.828338677748691;0.933595525051523
5.73244623734063;15.0466410961283;2.68718802150999;0.175353195034609;2.19301906838981;-1.04633092322318;0.770406891203491;-0.231224950145832;0.856634361900077;0.846888295774415;0.911029620410131
5.7083657037282;15.0303843093674;2.68883557558417;0.174533159900345;2.18435056316162;-1.022555858414;0.765499360577154;-0.198806758497408;0.885688711227603;0.865217094646736;0.888684534922142
5.68445191261641;15.0131153943406;2.69081220717126;0.173652990051961;2.17536201606901;-0.998709790853722;0.760562552446985;-0.165552120941992;0.915185911629409;0.880494573221489;0.864811499299042
5.66069767755605;14.9950045104918;2.69313128254646;0.172712990694638;2.16606962160506;-0.9747812849768;0.755596563297468;-0.131461075378556;0.945056763593919;0.893292453259473;0.839688355531407
5.637089436795;14.9767135551344;2.69580574207259;0.171713895784222;2.15649455138393;-0.950770969499801;0.750601487938764;-0.0965443610111795;0.97492159374107;0.905950610672102;0.814704934389127
